    name1,name2,street1,street2,city,state,zip,zip4,county,phone,intake_prompt,intake1,intake2,website,latitude,longitude,type_facility,last_update 
Access Counseling Services LLC,,20 South Breiel Boulevard,,Middletown,OH,45044,,Butler,513-649-8008,,,,http://www.acscounseling.com,39.5096374,-84.3552338,MH,2017-07-18 07:38:49.636
Campagna Academy,,7403 Cline Avenue,,Schererville,IN,46375,,Lake,219-322-8614,Intakes,219-322-8614 x399,219-322-8614 x331,http://www.campagnaacademy.org,41.484493,-87.429524,MH,2017-02-27 11:25:37
New Hope Carolinas Inc,,101 Sedgewood Drive,,Rock Hill,SC,29732,,York,803-328-9300,Intakes,800-776-6482,800-520-2810,http://www.newhopetreatment.com,34.950516,-81.040136,MH,2017-02-27 11:25:37
Prairie View Management Inc,,18569 Lane Road,,Fayette,IA,52142,,Fayette,563-422-5606 x108,,,641-394-2170,http://www.prairieviewiowa.org,42.9002174,-91.8339549,MH,2017-02-27 11:25:37
Four County Counseling Center,Pulaski County Satellite,118 North Sally Drive,,Winamac,IN,46996,,Pulaski,574-946-4233,,574-722-5151,,http://fourcounty.org/,41.063794,-86.601318,MH,2019-02-22 08:48:47.142
Adam Benjamin Jr VA CBOC,,9301 Madison Street,,Crown Point,IN,46307,,Lake,312-569-7225,,,,http://www.chicago.va.gov/locations/Adam_Benjamin_Jr.asp,41.4485593,-87.3384111,MH,2018-03-07 17:08:29.116
Palos Health,Behavioral Health Unit,12251 South 80th Avenue,,Palos Heights,IL,60463,,Cook,708-923-5775,Intakes,708-923-5788,708-361-8255,http://www.paloshealth.com/,41.6690972,-87.8121386,MH,2019-02-07 15:48:59.779
Access Counseling Services LLC,,4448 South Dixie Highway,,Franklin,OH,45005,,Warren,513-649-8008,,513-649-8008 x024,,http://www.acscounseling.com/,39.509394,-84.333928,MH,2017-02-27 11:25:37
Access Counseling Services LLC,,4464 South Dixie Highway,,Franklin,OH,45005,,Warren,513-649-8008,,,513-649-8004,http://www.acscounseling.com,39.509894,-84.333848,MH,2017-02-27 11:25:37
Access Counseling Services,,4432 South Dixie Highway,,Franklin,OH,45005,,Warren,513-649-8008,Intakes,513-649-8008 x024,513-649-8004,http://www.acscounseling.com,39.5097421,-84.3331429,MH,2019-02-22 08:22:34.329
VA Northern Indiana Healthcare System,Peru CBOC,750 North Broadway,,Peru,IN,46970,,Miami,765-472-8900,,765-472-8907,,http://www.northernindiana.va.gov/,40.7657046,-86.0783827,MH,2019-02-22 09:10:33.758
Southlake Mental Health Center Inc,DBA Regional Mental Health Center,8555 Taft Street,Strawhun Building,Merrillville,IN,46410,,Lake,219-769-4005,,219-736-7200,,http://www.regionalmentalhealth.org,41.463374,-87.363371,MH,2017-02-27 11:25:37
Atrium Medical Center,Behavioral Health,1 Medical Center Drive,,Franklin,OH,45005,,Warren,513-974-5252,,,,http://www.atriummedcenter.org/atrdefault.aspx?id=10102,39.49844,-84.313775,MH,2017-02-27 11:25:37
Four County Counseling Center,Miami County Satellite Office,1000 North Broadway Street,,Peru,IN,46970,1070,Miami,765-472-1931,,,,http://www.fourcounty.org/,40.77236,-86.08112097,MH,2019-03-04 16:40:30.756
UChicago Medicine Ingalls Memorial,Behavioral Health,1 Ingalls Drive,,Harvey,IL,60426,,Cook,708-915-6411,,,,http://www.ingalls.org,41.6074558,-87.6596073,MH,2018-07-24 15:32:36.178
Midwest Ctr for Youth and Families,,1012 West Indiana Street,,Kouts,IN,46347,,Porter,219-766-2999,Intakes,219-766-2999 x490,888-629-3471 x490,http://www.midwest-center.com/,41.3191636,-87.0392375,MH,2019-02-07 16:08:45.176
Catawba Community Mental Health Center,Catawba Family Center,448 Lake Shore Parkway,Suite 110,Rock Hill,SC,29732,,York,803-329-3177,,,,http://,34.9327896,-80.9992743,MH,2019-02-08 10:02:44.239
Regional Mental Health Center,Merrilville Outpatient,1441 East 84th Place,Borto Building,Merrillville,IN,46410,,Lake,219-794-2000,Intakes,219-736-7200,219-769-4005,http://www.regionalmentalhealth.org,41.4643098,-87.320171,MH,2018-07-24 15:58:30.509
Access Behavioral Health Services,CTF Illinois,530 East 162nd Street,,South Holland,IL,60473,,Cook,708-825-1986 x200,,708-825-1986 x213,,http://www.ctfillinois.org,41.6010317,-87.6032182,MH,2018-11-07 14:53:23.469
Suncoast Mental Health Center,Okeechobee,408 NW 3rd Street,,Okeechobee,FL,34972,,Okeechobee,863-824-0300,,,,http://www.suncoastmentalhealth.org,27.2459293,-80.8337128,MH,2019-02-26 14:18:01.914
Metropolitan Family Services,,10537 South Roberts Road,,Palos Hills,IL,60465,,Cook,708-974-5100,,,,http://www.metrofamily.org/,41.6991027,-87.8164779,MH,2018-03-06 16:19:01.845
VA Northern Indiana Healthcare System,,1700 East 38th Street,,Marion,IN,46953,,Grant,765-674-3321 x73402,,765-674-3321,,http://www.northernindiana.va.gov/,40.520026,-85.637496,MH,2019-02-22 09:10:34.342
Grand Prairie Services,,16278 Prince Drive,,South Holland,IL,60473,,Cook,708-754-8815,,886-477-8632 x6,,http://www.gpsbh.org,41.598984,-87.586037,MH,2017-02-27 11:25:37
FRS Counseling,Family Recovery Services,14297 State Route 41,,West Union,OH,45693,,Adams,937-779-3030,,,,http://www.familyrecoveryservices.org,38.808978,-83.524467,MH,2019-02-26 15:21:03.7
FRS Counseling/Family Recovery Service,,14297 State Route 41,,West Union,OH,45693,,Adams,937-779-3030,,,,http://www.familyrecoveryservices.org/,38.808978,-83.524467,MH,2019-02-22 08:59:19.23
New Horizons of the Treasure Coast,,1600 SW 2nd Avenue,,Okeechobee,FL,34974,6122,Okeechobee,863-462-0040,,,,http://www.nhtcinc.org,27.2284916,-80.8310467,MH,2017-08-14 13:21:10.172
Comprehend Inc,,83 2nd Street,,Vanceburg,KY,41179,,Lewis,606-796-9881,,606-564-4016,,http://www.comprehendinc.org,38.6028575,-83.3183581,MH,2019-02-14 15:46:36.339
Heritage Residence,,2275 South Linn Avenue,P.O. Box 110,New Hampton,IA,50659,,Chickasaw,641-394-2391,Intakes,641-394-2170,563-422-5606 x108,http://prairieviewiowa.org,43.0258906,-92.318598,MH,2019-02-12 12:21:15.772
Midwestern Colorado Mental Health Ctr,DBA The Center for Mental Health,605 East Miami Road,,Montrose,CO,81401,,Montrose,970-249-9694,,,,http://www.centermh.org,38.482214,-107.859555,MH,2019-03-01 15:06:29.851
Northeast Iowa Mental Health Center,,911 Carter Street NW,,Elkader,IA,52043,,Clayton,563-382-3649,,,,http://neibh.org/,42.860173,-91.414524,MH,2019-02-22 08:48:08.635
Mercy Medical Center North Iowa,Mental Health Unit,1000 4th Street SW,,Mason City,IA,50401,,Cerro Gordo,641-428-7000 x7737,Intakes,641-428-7737,641-428-1039,http://www.mercynorthiowa.com/,43.1485571,-93.21607,MH,2018-05-29 21:20:27.844
Montrose CBOC,,154 Colorado Avenue,,Montrose,CO,81401,,Montrose,970-249-7791,,,,http://,38.4701099,-107.871539,MH,2017-02-27 11:25:37
Metropolitan Family Services,,13136 South Western Avenue,,Blue Island,IL,60406,,Cook,708-974-5800,,708-974-2300,,http://www.metrofamily.org,41.6542669,-87.6801647,MH,2019-03-04 16:31:14.174
Regional Mental Health Center,Lakeside Counseling Center,2600 Highway Avenue,,Highland,IN,46322,,Lake,219-972-0131,Intakes,219-736-7200,219-769-4005,http://www.regionalmentalhealth.org,41.555212,-87.465835,MH,2017-02-27 11:25:37
Grant Blackford Mental Health Inc,Community Support Program,206 West 8th Street,,Marion,IN,46953,,Grant,765-664-7792,Intakes,765-662-3971,800-755-3469,http://www.cornerstone.org,40.554591,-85.661837,MH,2017-02-27 11:25:37
Metro South Medical Center,,12935 South Gregory Street,,Blue Island,IL,60406,,Cook,708-824-4774,,,,http://www.metrosouthmedicalcenter.com,41.658019,-87.677373,MH,2017-02-27 11:25:37
North Iowa Transition Center,,408 1st Street NW,,Mason City,IA,50401,,Cerro Gordo,641-424-8708,,,,http://www.nitc-ia.org,43.152748,-93.207771,MH,2017-02-27 11:25:37
Du Page County Health Department,Behavioral Health Services,111 North County Farm Road,,Wheaton,IL,60187,,DuPage,630-682-7400,,,,http://www.dupagehealth.org/,41.865477,-88.141898,MH,2017-02-27 11:25:37
Grant Blackford Mental Health Inc ,Cornerstone Behavioral Health,505 North Wabash Avenue,,Marion,IN,46952,,Grant,765-662-3971,,,800-755-3469,http://www.cornerstone.org,40.5649735,-85.6665243,MH,2018-09-18 10:45:35.027
Behavioral Health Services of,Central DuPage Hospital,27W350 High Lake Road,,Winfield,IL,60190,,DuPage,630-933-4000,,,,http://www.nm.org/,41.8715741,-88.1549406,MH,2018-03-06 16:19:15.065
Du Page County Health Department,Community Center,115 North County Farm Road,,Wheaton,IL,60187,,DuPage,630-627-1700,,630-682-7400,,http://www.dupagehealth.org,41.8653289,-88.1396931,MH,2018-01-23 14:07:27.809
TriCity Family Services,,2570 Foxfield Road,,Saint Charles,IL,60174,,Kane,630-232-1070,,,,http://www.tricityfamilyservices.org,41.9243265,-88.2824963,MH,2018-11-07 12:15:36.719
Central DuPage Hospital,Psychiatry Units,25 North Winfied Road,,Winfield,IL,60190,,DuPage,630-933-6405,,630-933-4000,,http://www.nm.org/,41.873562,-88.1556693,MH,2018-03-06 16:19:13.186
Linden Oaks Behavioral Health at,Saint Charles,3805 East Main Street,Suite M,Saint Charles,IL,60174,,Kane,630-305-5027,Intakes,630-646-5207,630-646-5211,http://www.eehealth.org/,41.9201859,-88.267333,MH,2019-03-04 15:08:01.285
Mirasol Inc,,10490 East Escalante Road,,Tucson,AZ,85730,,Pima,520-886-8828,,888-520-1700,,http://www.mirasol.net,32.176287,-110.769102,MH,2017-02-27 11:25:37
Advocate Good Samaritan Hospital,Center for Mental Health,3815 Highland Avenue,,Downers Grove,IL,60515,,DuPage,630-275-5900,,630-275-6107,,http://www.advocatehealth.com/,41.817906,-88.009072,MH,2017-02-27 11:25:37
Du Page County Health Department,Southeast Public Health Center,422 North Cass Avenue,,Westmont,IL,60559,,DuPage,630-682-7400,,,,http://www.dupagehealth.org,41.8057462,-87.9762223,MH,2017-08-15 10:20:53.504
Abbe Ctr for Comm Mental Health,,129 South Vine Street,,West Union,IA,52175,,Fayette,563-422-5344,,,,http://www.abbe.org,42.9602664,-91.8078012,MH,2018-03-30 13:40:54.398
Edward Hines Junior VA Hospital,Oak Lawn Clinic,10201 South Cicero Avenue,,Oak Lawn,IL,60453,,Cook,708-499-3675,,,,http://,41.7074602,-87.7394995,MH,2018-03-07 17:08:13.922
Hinsdale Hospital,Outpatient Behavioral Health Services,740 Pasquinelli Drive,Suite 104,Westmont,IL,60559,,DuPage,630-856-7701,,630-856-7717,,http://www.keepingyouwell.com,41.813847,-87.953011,MH,2017-02-27 11:25:37
Evangelical Child and Family Agency,,1530 North Main Street,,Wheaton,IL,60187,,DuPage,630-653-6400,,,,http://www.evancfa.org,41.880541,-88.107495,MH,2017-02-27 11:25:37
Advocate Christ Medical Center,Behavioral Health,4440 West 95th Street,,Oak Lawn,IL,60453,,Cook,708-684-5983,Intakes,708-684-5855,708-684-5272,http://www.advocatehealth.com,41.720268,-87.73249,MH,2017-02-27 11:25:37
AMITA Health Adventist,Hinsdale Behav Health,120 North Oak Street,,Hinsdale,IL,60521,,DuPage,630-856-9000 x5299,,630-856-5284,,http://www.keepingyouwell.com,41.8056094,-87.9206935,MH,2019-03-04 13:21:21.991
Edgewater Behav Health Services,Rapid Access Center,4747 West 24th Avenue,,Gary,IN,46406,,Lake,219-240-8615,,,,http://edgewaterhealth.org/,41.574606,-87.394746,MH,2019-02-22 08:48:33.239
Stickney Public Health District,Behavioral Health Division,5635 State Road,,Burbank,IL,60459,2051,Cook,708-424-9200 x2118,,708-237-8918,,http://stickneypublichealthdistrict.org,41.744768,-87.762614,MH,2017-02-27 11:25:37
Pillars,,1023 Burlington Avenue,,Western Springs,IL,60558,,Cook,708-745-5277,,,,http://www.pillarscommunity.org,41.808359,-87.902723,MH,2017-02-27 11:25:37
Rosecrance,Crisis Residential,605 Mulberry Street,,Rockford,IL,61101,,Winnebago,815-391-1000,,,,http://www.rosecrance.org,42.274213,-89.097846,MH,2018-11-07 14:53:09.018
Swedish American Hospital,Center for Mental Health Services,1401 East State Street,,Rockford,IL,61104,,Winnebago,815-968-4400,,779-696-2273,,http://www.swedishamerican.org,42.266213,-89.073607,MH,2017-02-27 11:25:37
Regional Mental Health Center,Rose Child and Family Services,4016 Hohman Avenue,,Hammond,IN,46327,1239,Lake,219-931-0427,Intakes,219-769-4005,219-736-7200,http://www.regionalmentalhealth.org,41.6409485,-87.5178686,MH,2018-05-08 11:07:43.642
Little Company of Mary Hospital,Behavioral Health Department,2800 West 95th Street,,Evergreen Park,IL,60805,,Cook,708-422-0110,,,,http://www.lcmh.org,41.72089,-87.6923708,MH,2019-03-04 16:38:59.455
Rosecrance,CILA Benton,1509 Benton Street,,Rockford,IL,61107,,Winnebago,815-968-3985,,815-391-1000,,http://www.rosecrance.org,42.270033,-89.070823,MH,2017-02-27 11:25:37
Midwestern Colorado Mental Health Ctr,DBA The Center for Mental Health,1175 Grand Avenue,,Norwood,CO,81423,,San Miguel,970-327-4449,,,,http://www.centermh.org,37.9811237,-108.3801314,MH,2019-03-01 15:06:08.978
Horizon Health and Wellness,,980 East Mount Lemmon Highway,,Oracle,AZ,85623,,Pinal,520-896-6019,,480-474-5006,,http://www.mhwaz.org,32.6097309,-110.763349,MH,2017-02-27 11:25:37
Adolescent Growth,,19 West 706 13th Place,,Lombard,IL,60148,,DuPage,888-667-1160,Intakes,888-948-9998,888-549-8884,http://www.adolescentgrowth.com,41.8586876,-87.9946502,MH,2018-08-07 12:54:58.419
COPE Community Services Inc,,8050 East Lakeside Parkway,,Tucson,AZ,85730,,Pima,520-584-5820,,520-205-4732,,http://www.copecommunityservices.org,32.1900849,-110.8190169,MH,2018-11-07 10:25:13.359
Orangeburg County Mental Health,Holly Hill Mental Health Clinic,1375 Gilway Extension,,Holly Hill,SC,29059,,Orangeburg,803-496-3410 x125,Intakes,803-496-3410 x121,803-496-3410 x122,http://scdmh.org,33.3253459,-80.4202423,MH,2018-11-07 15:17:04.995
Rosecrance,CILA Auburn,2014 Auburn Street,,Rockford,IL,61103,,Winnebago,815-691-8551,,815-391-1000,,http://www.rosecrance.org,42.288248,-89.090138,MH,2017-02-27 11:25:37
Meridian Health Services,,730 West Washington Street,,Winchester,IN,47394,1425,Randolph,765-584-7820,,,,http://www.meridianhs.org/,40.1726251,-84.9906518,MH,2019-02-22 09:02:31.559
Easterseals Blake Foundation,,7750 East Broadway Boulevard,Suite A-100,Tucson,AZ,85710,,Pima,520-449-8555,,844-546-3068,,http://www.blakefoundation.easterseals.com/,32.2205775,-110.8263779,MH,2019-03-13 12:45:00.223
Easterseals Blake Foundation,,7750 East Broadway Boulevard,Suite A-250,Tucson,AZ,85710,,Pima,520-449-8555,,520-449-8555 x7032,,http://www.easterseals.com/blakefoundation,32.2204873,-110.8265606,MH,2019-02-22 08:44:42.627
Regional Mental Health Center,,3903 Indianapolis Boulevard,Building Stark,East Chicago,IN,46312,,Lake,219-398-7050,Intakes,219-736-7200,219-769-4005,http://www.regionalmentalhealth.org,41.641965,-87.480056,MH,2017-02-27 11:25:37
Mercyhealth,Rockton Avenue,2400 North Rockton Avenue,,Rockford,IL,61103,,Winnebago,815-971-5000,,815-971-6350,,http://www.mercyhealthsystem.org,42.2983388,-89.0994064,MH,2018-03-06 16:10:46.019
Du Page County Health Department,East Public Health Center,1111 East Jackson Street,,Lombard,IL,60148,,DuPage,630-682-7400,,,,http://www.dupagehealth.org,41.871444,-87.989931,MH,2017-02-27 11:25:37
Centerstone of Indiana Inc,Centerstone Winchester,325 South Oak Street,Suite 103,Winchester,IN,47394,,Randolph,765-584-1735,,800-344-8802,,http://www.centerstone.org,40.1694687,-84.9729212,MH,2018-01-23 14:15:46.363
Grant Blackford Mental Health Inc,Hester Hollis Concern Center,118 East Washington Street,,Hartford City,IN,47348,,Blackford,765-348-1303,Intakes,765-662-3971,800-755-3469,http://www.cornerstone.org,40.451013,-85.366656,MH,2017-02-27 11:25:37
Saint Catherine Hospital,Behavioral Health Services,4321 Fir Street,,East Chicago,IN,46312,,Lake,219-392-7466,Intakes,219-392-7025,219-836-7074,http://www.comhs.org/,41.63466,-87.449011,MH,2017-02-27 11:25:37
Pathways Inc,,840 Interstate Drive,,Grayson,KY,41143,1768,Carter,606-474-5151 x4012,Intakes,800-562-8908,606-324-1141,http://www.pathways-ky.org,38.332581,-82.948502,MH,2017-02-27 11:25:37
WKM Psychology Clinics Inc,,6058 South Chestnut Street,Suite 100,Platteville,WI,53818,,Grant,608-342-4853,,,,http://www.wkmpsychologyclinics.com,42.724387,-90.485321,MH,2017-02-27 11:25:37
Rosecrance,Ware Center,2704 North Main Street,,Rockford,IL,61103,,Winnebago,815-391-1000,,,,http://www.rosecrance.org,42.3019443,-89.0785566,MH,2017-02-27 11:25:37
Methodist Hosp/North Lake Campus,Behavioral Health Services,600 Grant Street,,Gary,IN,46402,,Lake,219-886-4000 x4705,,219-886-4000 x4755,,http://www.methodisthospitals.org,41.5994155,-87.3577499,MH,2019-02-07 16:13:04.193
Adventist Glenoaks Hospital,Behavioral Health Services,701 Winthrop Avenue,,Glendale Heights,IL,60139,,DuPage,630-545-8800,,630-545-6160,,http://www.keepingyouwell.org,41.914654,-88.057238,MH,2017-02-27 11:25:37
William S Middleton VA Hospital,Rockford VA Primary Care Clinic,816 Featherstone Road,,Rockford,IL,61107,,Winnebago,815-387-5309,,608-280-7084,,http://,42.2784911,-88.9985857,MH,2018-03-07 17:08:18.868
Edgewater Behav Health Services,Edgewater Sys for Balanced Living,1100 West 6th Avenue,,Gary,IN,46402,,Lake,219-885-4264,,,219-240-8615,http://www.edgewatersystems.org,41.6005481,-87.3511361,MH,2019-03-04 14:07:28.352
Regional Mental Health Center,Ridgewood,7783 East Ridge Road,,Hobart,IN,46342,,Lake,219-795-8660,Intakes,219-736-7200,219-769-4005,http://www.regionalmentalhealth.org,41.5499125,-87.2446126,MH,2019-03-13 17:27:21.482
Southwest Health,Southwest Behavioral Services,1450 Eastside Road,,Platteville,WI,53818,9800,Grant,608-348-3656,,608-342-3010,,http://www.southwesthealth.org,42.7257385,-90.455754,MH,2018-02-26 11:30:53.361
Ecker Center for Mental Health,,1845 Grandstand Place,,Elgin,IL,60123,6603,Kane,847-695-0484,,,,http://www.eckercenter.org,42.0336124,-88.32283,MH,2019-03-04 16:38:57.365
Presence Saint Joseph Hospital,Behavioral Health Services,77 North Airlite Street,,Elgin,IL,60123,,Kane,847-695-3200,,847-695-3200 x5521,,http://www.presencehealth.org/presence-saint-joseph-hospital-elgin,42.0353454,-88.3258582,MH,2018-11-07 12:34:34.112
Behavioral Health and Clinical Servs,Outpatient Behavioral Health Services,2454 West 71st Street,,Chicago,IL,60629,,Cook,773-918-6100,,,,http://www.adasmckinley.org,41.764774,-87.685535,MH,2017-02-27 11:25:37
Cornerstone Behavioral Health,El Dorado,1400 North Wilmot Road,,Tucson,AZ,85712,,Pima,520-222-8268,,520-664-7846,,http://cornerstoneeldorado.com/,32.2399692679601,-110.854926109314,MH,2019-02-26 11:02:24.62
Pathways of Arizona,,1161 North El Dorado Place,Suite 103,Tucson,AZ,85715,,Pima,520-748-7108,,520-748-7108 x5,,http://www.pathways.com,32.2375043,-110.8563548,MH,2018-11-07 10:19:53.815
ORielly Care Center,,350 North Wilmot Road,,Tucson,AZ,85711,,Pima,520-873-3000,,520-873-2152,,http://www.carondelet.org/,32.22718,-110.857719,MH,2017-02-27 11:25:37
Platteville Family Resource Ctr Inc,,1075 North Elm Street,,Platteville,WI,53818,,Grant,608-348-4060,,,,http://www.plattevillefamily.com,42.7447862,-90.4800297,MH,2019-02-22 08:45:07.985
Rosecrance,Berry Campus,8616 Northern Avenue,,Rockford,IL,61107,,Winnebago,815-332-8003,,815-391-1000,,http://www.rosecrance.org,42.276456,-88.947377,MH,2017-02-27 11:25:37
Auburn Gresham VA CBOC,,7731 South Halsted Street,,Chicago,IL,60620,,Cook,312-569-7225,,,,http://www.chicago.va.gov/locations/Auburn_Gresham.asp,41.7532461,-87.6438149,MH,2018-03-07 17:08:09.568
Behavioral Health and Clinical Servs,,2715 West 63rd Street,,Chicago,IL,60629,,Cook,773-918-6100,,,,http://www.adasmckinley.org/,41.779046,-87.691627,MH,2017-02-27 11:25:37
Lafayette Cnty Dept of Human Servs,,15701 County Road K,P.O. Box 130,Darlington,WI,53530,,Lafayette,608-776-4800,,,,http://www.lchsd.org,42.6599441,-90.12655,MH,2018-03-30 14:11:52.191
Ohio MENTOR/Dayton,,1129 Miamisburg Centerville Road,Suite 201,Dayton,OH,45449,,Montgomery,937-866-4021,Intakes,937-866-4021 x20,937-866-4058 x10,http://www.oh-mentor.com,39.6405528,-84.2339043,MH,2018-05-02 11:34:19.414
Santee/Wateree Mental Health Center,Kershaw County Mental Health Clinic,2611 Liberty Hill Road,,Camden,SC,29020,,Kershaw,803-432-5323,,,,http://santeewatereecmhc.org,34.27694,-80.612137,MH,2019-02-22 08:19:55.631
Pillars,Filmore Center,6918 Windsor Avenue,,Berwyn,IL,60402,,Cook,708-745-5277,,,,http://www.pillarscommunity.org,41.832253,-87.796125,MH,2017-02-27 11:25:37
Pinal Hispanic Council,,275 North Grand Court Plaza,,Nogales,AZ,85621,,Santa Cruz,520-287-0015 x4102,Intakes,520-287-0015,520-287-0019,http://www.pinalhispaniccouncil.org,31.337783,-110.938556,MH,2017-02-27 11:25:37
COPE Community Services Inc,Craycroft Integrated Care Clinic,620 North Craycroft Road,,Tucson,AZ,85711,,Pima,520-519-8540,,520-205-4732,,http://www.copecommunityservices.org,32.230039,-110.87505,MH,2017-02-27 11:25:37
MacNeal Hospital,Psychiatry and Behav Health Servs,3249 South Oak Park Avenue,,Berwyn,IL,60402,,Cook,708-783-3140,,,,http://www.MacNeal.com,41.8321425,-87.7917155,MH,2019-02-07 15:15:54.158
Chalet House LLC,Villas,6849 South Tackweed Way,,Tucson,AZ,85705,,Pima,520-812-6620,,,,http://www.thechalethouse.com,32.127784,-110.887198,MH,2019-02-22 08:19:39.702
UHS of Tucson LLC,Palo Verde Behavioral Health,2695 North Craycroft Road,,Tucson,AZ,85712,,Pima,520-322-2888,,,,http://www.paloverdebh.com,32.255924,-110.875926,MH,2017-02-27 11:25:36
Porter Starke Services Inc,,601 Wall Street,,Valparaiso,IN,46383,,Porter,219-531-3500,,,219-476-4551,http://www.porterstarke.org,41.488803,-87.053917,MH,2017-02-27 11:25:37
Porter Starke Services Inc,,701 Wall Street,,Valparaiso,IN,46383,,Porter,219-531-3500,,,,http://www.porterstarke.org,41.489177,-87.051821,MH,2017-02-27 11:25:37
Otis R Bowen Ctr for Human Servs,Wabash County Office,255 North Miami Street,,Wabash,IN,46992,,Wabash,260-563-8446,,800-342-5653,,http://www.bowencenter.org,40.8013808,-85.822505,MH,2018-11-07 15:30:17.663
Midwest Ctr for Youth and Families,,2301 Cumberland Drive,,Valparaiso,IN,46383,,Porter,888-629-3471 x101,Intakes,888-629-3471,219-766-2999 x460,http://www.midwest-center.com,41.4892213,-87.0511194,MH,2019-02-07 16:08:57.963
Cumberland Mountain Comm Servs Board,Buchanan County Satellite Office,Route 83 Slate Creek,,Grundy,VA,24614,,Buchanan,276-935-7154,,,,http://www.cmcsb.com,37.2856452,-82.0702976,MH,2019-02-07 15:02:17.313
Rebound Behavioral Health,,134 East Rebound Road,,Lancaster,SC,29720,,Lancaster,803-313-3700,,,,http://www.reboundbehavioralhealth.com,34.8630169,-80.8029127,MH,2019-02-08 09:58:37.683
Veterans Affairs Hines Hospital,,5000 South 5th Avenue,,Hines,IL,60141,,Cook,708-202-8387,,708-202-8387 x23446,,http://www.hines.va.gov/,41.8602113,-87.8407118,MH,2018-03-07 17:08:21.543
Metropolitan Family Services,,3062 East 91st Street,,Chicago,IL,60617,,Cook,773-371-2900 x2917,,773-371-2900 x2992,,http://www.metrofamily.org/,41.7302786,-87.5488951,MH,2018-03-06 16:19:02.931
Intermountain Health Centers Inc,,5055 East Broadway Boulevard,Suite C-104,Tucson,AZ,85711,,Pima,520-623-9833,,,520-917-6485,http://www.ichd.net,32.2221076,-110.8846758,MH,2018-02-20 11:38:38.277
Mind Springs Health,Outpatient Clinic Eagle,137 Howard Street,,Eagle,CO,81631,,Eagle,970-328-6969,,,,http://www.mindspringshealth.org,39.655451,-106.8258309,MH,2017-02-27 11:25:37
Rosecrance,Belvidere Clinic,915 Alexandra Drive,,Belvidere,IL,61008,,Boone,815-391-1000,,,,http://www.rosecrance.org,42.252663,-88.814907,MH,2017-02-27 11:25:37
Porter Starke Services Inc,,3176 Lancer Street,,Portage,IN,46368,,Porter,219-762-9557,,,219-531-3500,http://www.porterstarke.org,41.559916,-87.180089,MH,2017-02-27 11:25:37
Englewood Mental Health Center,,641 West 63rd Street,,Chicago,IL,60621,,Cook,312-747-7496,,,312-747-7498,http://www.cityofchicago.org/,41.7795169,-87.6413809,MH,2019-02-22 09:02:24.343
Du Page County Health Department,North Public Health Center,1111 West Lake Street,,Addison,IL,60101,,DuPage,630-682-7400,,,,http://www.dupagehealth.org,41.943795,-88.016238,MH,2017-02-27 11:25:37
La Frontera Arizona,East Clinic,4891 East Grant Road,,Tucson,AZ,85712,,Pima,520-296-3296,,520-258-5033,,http://www.lafronteraaz.org,32.2527649,-110.888965,MH,2017-02-27 11:25:36
Saint Bernard Hospital,Behavioral Health Services,326 West 64th Street,,Chicago,IL,60621,,Cook,773-962-3900 x4075,,,,http://www.stbh.org,41.7785632,-87.6336764,MH,2019-03-04 10:42:43.856
South Shore Hospital,,8012 South Crandon Avenue,,Chicago,IL,60617,,Cook,773-356-5000,,773-356-5425,,http://www.southshorehospital.com,41.7494001,-87.5690144,MH,2019-02-22 08:44:34.232
Riveredge Hospital,,8311 Roosevelt Road,,Forest Park,IL,60130,,Cook,708-771-7000,Intakes,708-209-4181,,http://www.riveredgehospital.com,41.865369,-87.828085,MH,2017-02-27 11:25:37
Jackson Park Hospital/Medical Center,Psychiatric Services,7531 South Stony Island Avenue,,Chicago,IL,60649,3954,Cook,773-947-7500 x7900,Intakes,773-947-2491,773-947-7610,http://www.jacksonparkhospital.org,41.7576761,-87.5851304,MH,2017-02-27 11:25:37
Mirasol Inc,,3116 North Swan Road,,Tucson,AZ,85712,,Pima,520-546-3200,,888-520-1700,,http://www.mirasol.net,32.262397,-110.892401,MH,2017-02-27 11:25:37
Mr Bills Place,,8612 Nations Ford Road,,Charlotte,NC,28217,,Mecklenburg,704-525-2840,,,980-230-6342,http://www.acaringhomeinc.com,35.1384866,-80.8933237,MH,2018-11-08 15:02:57.517
A Caring Home,Bonnies Home for Youth,8616 Nations Ford Road,,Charlotte,NC,28217,,Mecklenburg,704-525-2840,,,,http://acaringhomeinc.com/,35.1383261,-80.8931724,MH,2019-02-19 10:05:26.349
Unified Community Services,,200 West Alona Lane,,Lancaster,WI,53813,,Grant,608-723-6357,,,,http://,42.835813,-90.710583,MH,2017-02-27 11:25:37
Community Provider of Enrichment Servs,,4444 East Grant Road,Suite 116,Tucson,AZ,85712,,Pima,520-882-0090,,520-882-0090 x404,,http://www.cpes.com,32.2500313,-110.8976217,MH,2018-08-22 09:29:10.49
Jewish Family and Childrens Services,Southern Arizona,4301 East 5th Street,,Tucson,AZ,85711,,Pima,520-795-0300,,,,http://www.jfcstucson.org,32.2291591,-110.9007883,MH,2019-02-07 10:36:37.923
Streamwood Behavioral Health Center,,1400 East Irving Park Road,,Streamwood,IL,60107,,Cook,630-837-9000 x5577,Intakes,630-837-9000,630-540-3700,http://www.streamwoodhospital.com,42.009015,-88.151123,MH,2017-02-27 11:25:37
