name1,name2,city,state,zip,latitude,longitude
Pathways Inc,,West Liberty,KY,41472,37.924336,-83.258963
Centerstone of Indiana Inc,Centerstone New Castle,New Castle,IN,47362,39.882966700000004,-85.38597759999999
Aspire Indiana,,Anderson,IN,46016,40.095975200000005,-85.6834949
Aspire Indiana,,Anderson,IN,46016,40.096451,-85.6839259
Northwestern Med Ben Gordon Ctr,Sandwich Office,Sandwich,IL,60548,41.6453966,-88.6115052
Aspire Indiana,,Anderson,IN,46016,40.0953651,-85.68213109999999
Saint Vincent Anderson Regional Hosp,Anderson Center,Anderson,IN,46016,40.0939555,-85.67968409999999
Beech Acres Parenting Center,,Cincinnati,OH,45230,39.0770659,-84.37037020000001
Community Behavioral Health Anderson,Crestview Center,Anderson,IN,46013,40.0842703,-85.6532522
Wellmont Bristol Regional Medical Ctr,Behavioral Health Services,Bristol,TN,37620,36.5857156,-82.2567402
Madison County Community,Health Centers Inc,Anderson,IN,46016,40.0996791,-85.6697143
Saint Aloysius,,Cincinnati,OH,45237,39.171445,-84.469321
Mountain Comprehensive Care Center,Magoffin County Outpatient Clinic,Salyersville,KY,41465,37.7290768,-83.0637216
Adolescent Recovery Center,,Columbia,SC,29210,34.016833,-81.08541720000001
Saint Claire Medical Center,Behavioral Health Services,Morehead,KY,40351,38.18111629999999,-83.442287
Camelot Community Care Inc,,Cincinnati,OH,45237,39.191394700000004,-84.4613031
Greater Cincinnati BH Services,,Cincinnati,OH,45237,39.191394700000004,-84.4613031
Catholic Charities,Southwestern Ohio,Cincinnati,OH,45237,39.1913583,-84.4612305
Pressley Ridge,Hamilton County Program,Cincinnati,OH,45237,39.191587,-84.460972
Lutheran Services in Iowa Inc,Bremwood Campus,Waverly,IA,50677,42.723904,-92.49231999999999
Pathways Inc,,Morehead,KY,40351,38.186045,-83.431741
Pathways Behavioral Service,,Waverly,IA,50677,42.725052000000005,-92.482985
Daymark Recovery Services,,Newland,NC,28657,36.0819732,-81.92517509999999
Talbert House,,Cincinnati,OH,45227,39.161881,-84.41404200000001
Culturally Responsive Services,,Cincinnati,OH,45237,39.199560999999996,-84.456624
Coastal Empire Community MH Ctr,Hilton Head Mental Health Clinic,Hilton Head Island,SC,29926,32.229703,-80.688447
Tennessee Community Support Services,,Bristol,TN,37620,36.5946081,-82.2201677
Lewis and Clark Behavioral Hlth Servs,,Yankton,SD,57078,42.8805955,-97.3932352
Childrens Home of Cincinnati OH,,Cincinnati,OH,45227,39.163348299999996,-84.4076855
Aspire Indiana,,Elwood,IN,46036,40.258706,-85.842726
Wellmont Bristol Regional Medical Ctr,Ridgeview Pavilion,Bristol,VA,24201,36.5971757,-82.21647349999999
Sunrise Childrens Services,Morehead Center,Morehead,KY,40351,38.2316621,-83.45564279999999
Frontier Health,Bristol Regional Counseling Center,Bristol,TN,37620,36.5955443,-82.2139681
Community Howard Regional Health,Frances House,Kokomo,IN,46902,40.4482408,-86.13220290000001
Alexander Youth Network,Shelby Day Treatment,Shelby,NC,28152,35.254595,-81.50472099999999
Community Howard Regional Health,Behavioral Health Inpatient,Kokomo,IN,46902,40.446646,-86.12697299999999
ChangePoint Psychiatric Hospital,,Lakeside,AZ,85929,34.165073,-109.97548
Palmetto Health Baptist Columbia,Behavioral Care Services,Columbia,SC,29220,34.00747,-81.034085
Coastal Empire Community MH Center,Beaufort Mental Health Clinic,Beaufort,SC,29902,32.4122705,-80.6879551
Beaufort Memorial Hospital,Mental Health Services,Beaufort,SC,29902,32.4170217,-80.6875651
Ralph H Johnson VAMC,Beaufort Clinic,Beaufort,SC,29902,32.388976899999996,-80.6825821
Columbia Area Mental Health Center,Adult Intensive Services,Columbia,SC,29203,34.023921,-81.03421999999999
Columbia Area Mental Health Center,Child and Adolescent,Columbia,SC,29203,34.023653499999995,-81.0338695
Columbia Area Mental Health Center,Behavioral Therapy Program,Columbia,SC,29203,34.023653499999995,-81.0338695
Columbia Area Mental Health Center,Mental Health Court,Columbia,SC,29203,34.021781,-81.032365
Palmetto Health Richland Springs,,Columbia,SC,29203,34.0298821,-81.034154
St Josephs Hosp/St Vincent Kokomo,Behavioral Services/Trinity House,Kokomo,IN,46901,40.4863584,-86.1568939
Greater Cincinnati BH Services,,Amelia,OH,45102,39.026484100000005,-84.21449940000001
Columbia Area Mental Health Center,Adult Clinic Services,Columbia,SC,29204,34.0092406,-81.0224976
ViaQuest Psych and Behavioral,Solutions,Cincinnati,OH,45215,39.255823,-84.468799
Highlands Community Services Board,Childrens Services,Bristol,VA,24201,36.602168400000004,-82.18252109999999
Prescence Health ,Saint Joseph Medical Center,Joliet,IL,60435,41.5279269,-88.1360016
University of South Carolina,Psychology Services Center,Columbia,SC,29205,33.998802000000005,-81.013424
Child Focus Inc,,Cincinnati,OH,45244,39.102129,-84.28881070000001
Community Howard Regional Health,CHRH Behavioral Health,Kokomo,IN,46901,40.4890664,-86.1308905
Pressley Ridge,Clermont County Program,Cincinnati,OH,45245,39.106468299999996,-84.27948570000001
Focus Behavioral Health Services LLC,Outpatient Clinic,Morganton,NC,28655,35.7445207,-81.69051429999999
Northeast Iowa Mental Health Center,,Oelwein,IA,50662,42.677224700000004,-91.91368320000001
David Lawrence Center,Immokalee Satellite Services,Immokalee,FL,34142,26.425016999999997,-81.418555
Plains Area Mental Health Center,,Orange City,IA,51041,43.009492,-96.05819790000001
Cornerstone Services Inc,,Joliet,IL,60435,41.5374136,-88.10181829999999
Sinnissippi Centers Inc,,Oregon,IL,61061,42.013211,-89.328799
Heartland Counseling Services,Ainsworth Satellite,Ainsworth,NE,69210,42.545167600000006,-99.8500479
ChangePoint Integrated Health,,Show Low,AZ,85901,34.2019315,-110.01441899999999
Saint Josephs Orphanage,Care Case Management,Fairfield,OH,45014,39.315076,-84.49042
Fairfield County Clinic,Adult and Child/Adol/Family Servs,Winnsboro,SC,29180,34.3534791,-81.0927587
Family Healing Center,,Hamilton,OH,45015,39.3738564,-84.5568814
SummitStone Health Partners,,Loveland,CO,80538,40.422976,-105.07561100000001
CDC Mental Health Services,,Hamilton,OH,45015,39.3756016,-84.55683859999999
Saint Aloysius,,Hamilton,OH,45015,39.3656765,-84.54498790000001
Butler Behavioral Health Services,Hamilton Counseling Center,Hamilton,OH,45011,39.380107,-84.560949
Catawba Valley Behavioral Healthcare,Burke County,Morganton,NC,28655,35.728436,-81.65714399999999
Carolinas Healthcare System,Blue Ridge Morganton,Morganton,NC,28655,35.7269292,-81.6543642
Orangeburg Area Mental Health Center,,Orangeburg,SC,29118,33.5301367,-80.85019040000002
SummitStone Health Partners,,Loveland,CO,80537,40.4060597,-105.1097702
Comprehend Inc,,Maysville,KY,41056,38.6424201,-83.7510798
Bryan Psychiatric Hospital Hall Inst,Child and Adolescent Services,Columbia,SC,29203,34.082392299999995,-80.9960791
Cincinnati VA Med Ctr,Hamilton Community Outpatient Facility,Hamilton,OH,45011,39.3784388,-84.547363
Community Behavioral Health,,Hamilton,OH,45011,39.3910401,-84.5586886
Comprehend Inc,Childrens Crisis Center,Maysville,KY,41056,38.642466999999996,-83.744222
Sinnissippi Centers Inc,,Rochelle,IL,61068,41.9395129,-89.0674184
Edward Hines Junior VA Hospital,Joliet Clinic,Joliet,IL,60432,41.5363887,-88.052109
Catawba Community Mental Health Center,Chester Clinic,Chester,SC,29706,34.6887701,-81.1915863
YWCA of Hamilton,,Hamilton,OH,45011,39.4017755,-84.5595164
Great Miami Serivices,,Hamilton,OH,45013,39.415506,-84.57263
G Werber Bryan Psychiatric Hospital,,Columbia,SC,29203,34.0853196,-80.98295340000001
Pressley Ridge,Butler County Program,Hamilton,OH,45011,39.400012,-84.552274
Regional Medical Center,Behavioral Health Center,Orangeburg,SC,29118,33.5401756,-80.8306233
Transitional Living,TAP,Hamilton,OH,45011,39.39327,-84.53341809999999
Counseling Source Inc,,Cincinnati,OH,45242,39.2653721,-84.38028390000001
Columbia Area Mental Health Center,Homeshare TLC Initiative,Columbia,SC,29209,33.9506285,-80.9298042
Catholic Charities Southwestern Ohio,Hamilton Service Center,Hamilton,OH,45011,39.4032466,-84.5368101
Columbia Area Mental Health Center,Insights Young Adult Program,Columbia,SC,29223,34.081948,-80.962477
Coastal Empire Community MH Ctr,Colleton County Area Office,Walterboro,SC,29488,32.915056400000005,-80.67913709999999
Beckett Springs,,West Chester,OH,45069,39.3436028,-84.45623570000001
A Haven for Kids Inc,DBA Positive Leaps,West Chester,OH,45069,39.329268799999994,-84.428604
Mercy Health Clermont Hospital,Behavioral Health Institute,Batavia,OH,45103,39.079924600000005,-84.1446679
Colleton Medical Center,,Walterboro,SC,29488,32.923153000000006,-80.66984000000001
Silver Cross Hospital,Behavioral Health Services,New Lenox,IL,60451,41.5444716,-87.9828584
VA Brown County,,Georgetown,OH,45121,38.8568626,-83.8990605
Talbert House,Brown County Recovery Services,Georgetown,OH,45121,38.857032000000004,-83.895199
Linden Oaks Hosp Edward at,Plainfield,Plainfield,IL,60585,41.652871999999995,-88.2175116
Poudre Valley Hospital Mountain Crest,,Fort Collins,CO,80528,40.5220128,-105.0284598
FHN Family Counseling Center,,Galena,IL,61036,42.420168,-90.43770699999999
Kings Mountain Hospital,Adult Behavioral Health Unit,Kings Mountain,NC,28086,35.24148579999999,-81.35669890000001
SummitStone Health Partners,Administraiton/Adult Services,Fort Collins,CO,80525,40.5061385,-105.0789521
Hillcrest Family Services,,Dubuque,IA,52001,42.4926465,-90.67416659999999
Mercy Medical Center Dubuque,Psychiatric Services,Dubuque,IA,52001,42.492959,-90.674065
Finley Hospital Summit Health Center,Mental Health Unit,Dubuque,IA,52002,42.496318,-90.685874
Mind Springs Health,Outpatient Clinic Aspen,Aspen,CO,81611,39.1892256,-106.8386864
Hillcrest Family Services ,Asbury ,Dubuque,IA,52001,42.505244399999995,-90.7029232
Child Focus Inc,Wasserman Youth and Adolescent Ctr,Owensville,OH,45160,39.1186848,-84.13597490000001
Four County Counseling Center,,Logansport,IN,46947,40.755495,-86.36585699999999
Mountain Comprehensive Care Center,Floyd County OP Clinic,Prestonsburg,KY,41653,37.6667018,-82.77494240000001
Lifetime Counseling Center,,Cocoa,FL,32922,28.3533908,-80.7265956
Modern Psychiatry and Wellness LLC,,West Chester,OH,45069,39.357686799999996,-84.3935032
Four County Counseling Center,Main Center Cass County Office,Logansport,IN,46947,40.762307,-86.36318100000001
Association for Individual Dev,Supervised Living,Aurora,IL,60505,41.7314928,-88.3144018
Pathways Inc,,Sandy Hook,KY,41171,38.104812,-83.11912199999999
Sertoma Centre Inc,Community MH and Counseling,Matteson,IL,60443,41.5061405,-87.77403659999999
Youth Opportunity Center,,Muncie,IN,47304,40.183095,-85.42949899999999
Navajo Health Foundation/Sage Mem,Hospital Behav Health Clinic,Ganado,AZ,86505,35.71069137,-109.54358290000002
Northwestern Medicine,Ben Gordon Ctr Comm Support Prg,DeKalb,IL,60115,41.924786,-88.7576115
Orangeburg Area Mental Health Center,Calhoun County Clinic,Saint Matthews,SC,29135,33.6756666,-80.76383249999999
Hope Haven Inc,Emmetsburg,Emmetsburg,IA,50536,43.111268200000005,-94.67842209999999
Cheyenne VA Medical Center,Fort Collins Community Based OP Clinic,Fort Collins,CO,80526,40.553790299999996,-105.087846
VA Northern Indiana Healthcare System,Muncie CBOC,Muncie,IN,47303,40.186903,-85.417602
Hope Haven Inc,Spencer,Spencer,IA,51301,43.128126,-95.142808
Meridian Services Corp,,Muncie,IN,47302,40.182115,-85.40873690000001
SummitStone Health Partners,Childrens and Family Services,Fort Collins,CO,80526,40.5567316,-105.08967290000001
VNA Healthcare,,Aurora,IL,60506,41.7658689,-88.3296662
Remington House,,Fort Collins,CO,80524,40.568121000000005,-105.07488700000002
Richmond State Hospital,,Richmond,IN,47374,39.83467520000001,-84.9269066
Seasons Center for Behavioral Health,Palo Alto County Office,Emmetsburg,IA,50536,43.11987379999999,-94.6910562
Association for Individual Dev,BH Supervised Living,Aurora,IL,60505,41.7810362,-88.3477019
Cortez Integrated Healthcare,,Cortez,CO,81321,37.355740399999995,-108.5765821
Highlands Regional Medical Center,Behavioral Health,Prestonsburg,KY,41653,37.7294325,-82.7671575
Minds Springs Health,Outpatient Clinic/Vail,Vail,CO,81657,39.6446919,-106.38593390000001
Turning Point Center for Youth/Family,Development Inc/Boys,Fort Collins,CO,80524,40.5795824,-105.07377949999999
Devereux Advanced BH Florida,Intensive Residential Treatment Ctr,Melbourne,FL,32940,28.234161199999996,-80.7081842
Huntington VAMC,Prestonsburg VA Clinic,Prestonsburg,KY,41653,37.7288179,-82.7631981
Lindner Center of HOPE,,Mason,OH,45040,39.331068200000004,-84.29535240000001
Wernle Youth and Family Trt Ctr,,Richmond,IN,47374,39.809008,-84.875518
Florida Counseling Ctrs Family Servs,,Melbourne,FL,32940,28.229474,-80.70580799999999
Catholic Charities,Diocese of Sioux City,Spencer,IA,51301,43.143587100000005,-95.14648509999999
AMITA Health Adventist,Med Center Bolingbrook,Bolingbrook,IL,60440,41.680796799999996,-88.0847329
Association for Individual Dev,Behav Health Outpatient,Aurora,IL,60506,41.7837593,-88.32977640000001
Meridian Health Services,,Richmond,IN,47374,39.829373,-84.893203
ChangePoint Integrated Health,,Snowflake,AZ,85937,34.503460700000005,-110.0786136
Presence Mercy Medical Center,Behavioral Health Services,Aurora,IL,60506,41.7855592,-88.32572579999999
Seasons Center for Behavioral Health,Clay County Office,Spencer,IA,51301,43.1493502,-95.14218879999999
SummitStone Health Partners,,Fort Collins,CO,80521,40.5853774,-105.0856537
Spencer Municipal Hospital,Behavioral Health Services,Spencer,IA,51301,43.149637,-95.14336970000001
Centerstone of Indiana Inc,Community Support Services,Richmond,IN,47374,39.8280434,-84.8821327
Centerstone of Indiana Inc,Samuel Gaar Resource Center,Richmond,IN,47374,39.831752,-84.88509300000001
Grand Prairie Services,,Chicago Heights,IL,60411,41.5057209,-87.66231590000001
Mountain Comprehensive Care Center,Johnson County Outpatient Clinic,Paintsville,KY,41240,37.805481,-82.798086
Edward Hines Junior VA Hospital,Aurora Clinic,North Aurora,IL,60542,41.800003000000004,-88.3244776
Timberline Knolls,Residential Treatment Center,Lemont,IL,60439,41.6701505,-88.0119718
Chicago Heights VA CBOC,,Chicago Heights,IL,60411,41.5043222583168,-87.6390925693115
Talbert House,Brown County,Mount Orab,OH,45154,39.0281631,-83.9190278
William S Middleton VA,Freeport VA Clinic,Freeport,IL,61032,42.2913092,-89.6714089
Grand Prairie Services,Flossmoor Center,Flossmoor,IL,60422,41.5340282,-87.69446429999999
Palos Health,Outpatient Behavioral Health Services,Orland Park,IL,60462,41.611439600000004,-87.8650262
Northwestern Medicine,Ben Gordon Center,DeKalb,IL,60115,41.9645336,-88.7202999
Sunrise Childrens Services,Foster Care Pikeville,Pikeville,KY,41501,37.5274403,-82.56375240000001
Centerstone of Indiana Inc,Centerstone Richmond,Richmond,IN,47374,39.8653416,-84.890229
Child Focus Inc,Mount Orab Outstation,Mount Orab,OH,45154,39.0465406,-83.92173790000001
Reid Health,,Richmond,IN,47374,39.8640506,-84.8841271
Highlands Community Services Board,Mental Health Outpatient Services,Abingdon,VA,24210,36.7107789,-81.9919142
Hope Haven Inc,Sheldon,Sheldon,IA,51201,43.185413200000006,-95.8261125
FHN Family Counseling Center,,Freeport,IL,61032,42.296986,-89.625185
Seasons Center for Behavioral Health,OBrien County Office,Sheldon,IA,51201,43.1867107,-95.85447049999999
Linden Oaks Behavioral Health at ,Edward Elmhurst Healthcare,Naperville,IL,60540,41.759111,-88.15616290000001
Daymark Recovery  Services,Watauga Center,Boone,NC,28607,36.220473,-81.691654
Northwestern Medicine Foxpointe,Behavioral Health Services,Sycamore,IL,60178,41.98059779999999,-88.7026949
SummitStone Health Partners,Estes Park Branch,Estes Park,CO,80517,40.388628499999996,-105.48905690000001
Franciscan Alliance Inc,Franciscan Health Dyer,Dyer,IN,46311,41.4926573,-87.5244233
DUI and Behav Health Csl Services,,Sycamore,IL,60178,41.9893779,-88.6884324
Russell County Medical Center,Clearview Center,Lebanon,VA,24266,36.8987894,-82.0784537
Central Clinic Middletown,,Middletown,OH,45044,39.5155661,-84.401204
Mind Springs Health,,Granby,CO,80446,40.084472,-105.93446200000001
Transitional Living,Middletown Office,Middletown,OH,45042,39.517663399999996,-84.4017805
Butler Behavioral Health Services,Middletown Counseling Center,Middletown,OH,45042,39.5177354,-84.40179479999999
Cumberland Mountain Comm Servs Board,Lebanon Office/Russell County,Lebanon,VA,24266,36.9043175,-82.0773554
Johnson County Community Hospital,Senior Life Solutions IOP,Mountain City,TN,37683,36.4533973,-81.7976793
Hope Haven Inc,Pro Plaza,Rock Valley,IA,51247,43.197628,-96.29906899999999
Frontier Health,Johnson County Counseling Center,Mountain City,TN,37683,36.474751,-81.807833
Mountain Youth Academy,,Mountain City,TN,37683,36.504318,-81.824691
Access Counseling Services LLC,,Middletown,OH,45044,39.512223999999996,-84.386981
Creative Living Center PC,,Rock Valley,IA,51247,43.200034,-96.289813
Grand Prairie Services,Emergency Behav Healthcare Ctr,Hazel Crest,IL,60429,41.573036,-87.66434840000001
Linden Oaks Behavioral Health at,Naperville,Naperville,IL,60565,41.790895299999995,-88.1557455
Access Family Services,,Gastonia,NC,28054,35.2236578,-81.1699345
Highlands Community Services Board,Childrens Services,Abingdon,VA,24210,36.7285545,-81.9480615
Hope Haven Inc,,Rock Valley,IA,51247,43.210353999999995,-96.291005
TriCity Family Services,,Geneva,IL,60134,41.87692,-88.342205
Piedmont Medical Center,Center for Psychiatry,Rock Hill,SC,29732,34.956853,-81.05266
Access Counseling Services LLC,,Middletown,OH,45044,39.5096374,-84.3552338
Campagna Academy,,Schererville,IN,46375,41.484493,-87.429524
New Hope Carolinas Inc,,Rock Hill,SC,29732,34.950516,-81.040136
Prairie View Management Inc,,Fayette,IA,52142,42.9002174,-91.83395490000001
Four County Counseling Center,Pulaski County Satellite,Winamac,IN,46996,41.063794,-86.601318
Adam Benjamin Jr VA CBOC,,Crown Point,IN,46307,41.4485593,-87.33841109999999
Palos Health,Behavioral Health Unit,Palos Heights,IL,60463,41.6690972,-87.8121386
Access Counseling Services LLC,,Franklin,OH,45005,39.509394,-84.333928
Access Counseling Services LLC,,Franklin,OH,45005,39.509894,-84.333848
Access Counseling Services,,Franklin,OH,45005,39.509742100000004,-84.3331429
VA Northern Indiana Healthcare System,Peru CBOC,Peru,IN,46970,40.76570460000001,-86.0783827
Southlake Mental Health Center Inc,DBA Regional Mental Health Center,Merrillville,IN,46410,41.463374,-87.363371
Atrium Medical Center,Behavioral Health,Franklin,OH,45005,39.49844,-84.313775
Four County Counseling Center,Miami County Satellite Office,Peru,IN,46970,40.77236,-86.08112097
UChicago Medicine Ingalls Memorial,Behavioral Health,Harvey,IL,60426,41.6074558,-87.65960729999999
Midwest Ctr for Youth and Families,,Kouts,IN,46347,41.3191636,-87.0392375
Catawba Community Mental Health Center,Catawba Family Center,Rock Hill,SC,29732,34.9327896,-80.9992743
Regional Mental Health Center,Merrilville Outpatient,Merrillville,IN,46410,41.4643098,-87.320171
Access Behavioral Health Services,CTF Illinois,South Holland,IL,60473,41.60103170000001,-87.6032182
Suncoast Mental Health Center,Okeechobee,Okeechobee,FL,34972,27.2459293,-80.8337128
Metropolitan Family Services,,Palos Hills,IL,60465,41.6991027,-87.81647790000001
VA Northern Indiana Healthcare System,,Marion,IN,46953,40.520026,-85.637496
Grand Prairie Services,,South Holland,IL,60473,41.598984,-87.586037
FRS Counseling,Family Recovery Services,West Union,OH,45693,38.808978,-83.524467
FRS Counseling/Family Recovery Service,,West Union,OH,45693,38.808978,-83.524467
New Horizons of the Treasure Coast,,Okeechobee,FL,34974,27.2284916,-80.8310467
Comprehend Inc,,Vanceburg,KY,41179,38.6028575,-83.31835809999998
Heritage Residence,,New Hampton,IA,50659,43.025890600000004,-92.318598
Midwestern Colorado Mental Health Ctr,DBA The Center for Mental Health,Montrose,CO,81401,38.482214,-107.859555
Northeast Iowa Mental Health Center,,Elkader,IA,52043,42.860172999999996,-91.414524
Mercy Medical Center North Iowa,Mental Health Unit,Mason City,IA,50401,43.1485571,-93.21607
Montrose CBOC,,Montrose,CO,81401,38.4701099,-107.87153899999998
Metropolitan Family Services,,Blue Island,IL,60406,41.654266899999996,-87.6801647
Regional Mental Health Center,Lakeside Counseling Center,Highland,IN,46322,41.555212,-87.465835
Grant Blackford Mental Health Inc,Community Support Program,Marion,IN,46953,40.554590999999995,-85.661837
Metro South Medical Center,,Blue Island,IL,60406,41.658019,-87.677373
North Iowa Transition Center,,Mason City,IA,50401,43.152747999999995,-93.207771
Du Page County Health Department,Behavioral Health Services,Wheaton,IL,60187,41.865477,-88.141898
Grant Blackford Mental Health Inc ,Cornerstone Behavioral Health,Marion,IN,46952,40.5649735,-85.6665243
Behavioral Health Services of,Central DuPage Hospital,Winfield,IL,60190,41.871574100000004,-88.15494059999999
Du Page County Health Department,Community Center,Wheaton,IL,60187,41.8653289,-88.1396931
TriCity Family Services,,Saint Charles,IL,60174,41.9243265,-88.2824963
Central DuPage Hospital,Psychiatry Units,Winfield,IL,60190,41.873562,-88.1556693
Linden Oaks Behavioral Health at,Saint Charles,Saint Charles,IL,60174,41.9201859,-88.267333
Mirasol Inc,,Tucson,AZ,85730,32.176287,-110.769102
Advocate Good Samaritan Hospital,Center for Mental Health,Downers Grove,IL,60515,41.817906,-88.009072
Du Page County Health Department,Southeast Public Health Center,Westmont,IL,60559,41.80574620000001,-87.9762223
Abbe Ctr for Comm Mental Health,,West Union,IA,52175,42.9602664,-91.8078012
Edward Hines Junior VA Hospital,Oak Lawn Clinic,Oak Lawn,IL,60453,41.7074602,-87.7394995
Hinsdale Hospital,Outpatient Behavioral Health Services,Westmont,IL,60559,41.813846999999996,-87.953011
Evangelical Child and Family Agency,,Wheaton,IL,60187,41.880541,-88.107495
Advocate Christ Medical Center,Behavioral Health,Oak Lawn,IL,60453,41.720268,-87.73249
AMITA Health Adventist,Hinsdale Behav Health,Hinsdale,IL,60521,41.8056094,-87.9206935
Edgewater Behav Health Services,Rapid Access Center,Gary,IN,46406,41.574606,-87.394746
Stickney Public Health District,Behavioral Health Division,Burbank,IL,60459,41.744768,-87.762614
Pillars,,Western Springs,IL,60558,41.808359,-87.902723
Rosecrance,Crisis Residential,Rockford,IL,61101,42.274213,-89.09784599999999
Swedish American Hospital,Center for Mental Health Services,Rockford,IL,61104,42.266213,-89.073607
Regional Mental Health Center,Rose Child and Family Services,Hammond,IN,46327,41.6409485,-87.5178686
Little Company of Mary Hospital,Behavioral Health Department,Evergreen Park,IL,60805,41.720890000000004,-87.69237079999999
Rosecrance,CILA Benton,Rockford,IL,61107,42.270033000000005,-89.070823
Midwestern Colorado Mental Health Ctr,DBA The Center for Mental Health,Norwood,CO,81423,37.981123700000005,-108.3801314
Horizon Health and Wellness,,Oracle,AZ,85623,32.6097309,-110.763349
Adolescent Growth,,Lombard,IL,60148,41.858687599999996,-87.9946502
COPE Community Services Inc,,Tucson,AZ,85730,32.1900849,-110.8190169
Orangeburg County Mental Health,Holly Hill Mental Health Clinic,Holly Hill,SC,29059,33.325345899999995,-80.4202423
Rosecrance,CILA Auburn,Rockford,IL,61103,42.288247999999996,-89.090138
Meridian Health Services,,Winchester,IN,47394,40.1726251,-84.9906518
Easterseals Blake Foundation,,Tucson,AZ,85710,32.220577500000005,-110.82637790000001
Easterseals Blake Foundation,,Tucson,AZ,85710,32.2204873,-110.8265606
Regional Mental Health Center,,East Chicago,IN,46312,41.641965,-87.480056
Mercyhealth,Rockton Avenue,Rockford,IL,61103,42.298338799999996,-89.0994064
Du Page County Health Department,East Public Health Center,Lombard,IL,60148,41.871444,-87.989931
Centerstone of Indiana Inc,Centerstone Winchester,Winchester,IN,47394,40.1694687,-84.9729212
Grant Blackford Mental Health Inc,Hester Hollis Concern Center,Hartford City,IN,47348,40.451013,-85.366656
Saint Catherine Hospital,Behavioral Health Services,East Chicago,IN,46312,41.63466,-87.449011
Pathways Inc,,Grayson,KY,41143,38.332581,-82.948502
WKM Psychology Clinics Inc,,Platteville,WI,53818,42.724387,-90.485321
Rosecrance,Ware Center,Rockford,IL,61103,42.301944299999995,-89.0785566
Methodist Hosp/North Lake Campus,Behavioral Health Services,Gary,IN,46402,41.599415500000006,-87.3577499
Adventist Glenoaks Hospital,Behavioral Health Services,Glendale Heights,IL,60139,41.914654,-88.057238
William S Middleton VA Hospital,Rockford VA Primary Care Clinic,Rockford,IL,61107,42.278491100000004,-88.9985857
Edgewater Behav Health Services,Edgewater Sys for Balanced Living,Gary,IN,46402,41.600548100000005,-87.35113609999999
Regional Mental Health Center,Ridgewood,Hobart,IN,46342,41.5499125,-87.2446126
Southwest Health,Southwest Behavioral Services,Platteville,WI,53818,42.7257385,-90.455754
Ecker Center for Mental Health,,Elgin,IL,60123,42.0336124,-88.32283000000001
Presence Saint Joseph Hospital,Behavioral Health Services,Elgin,IL,60123,42.0353454,-88.3258582
Behavioral Health and Clinical Servs,Outpatient Behavioral Health Services,Chicago,IL,60629,41.764773999999996,-87.685535
Cornerstone Behavioral Health,El Dorado,Tucson,AZ,85712,32.2399692679601,-110.85492610931401
Pathways of Arizona,,Tucson,AZ,85715,32.2375043,-110.85635479999999
ORielly Care Center,,Tucson,AZ,85711,32.22718,-110.85771899999999
Platteville Family Resource Ctr Inc,,Platteville,WI,53818,42.7447862,-90.4800297
Rosecrance,Berry Campus,Rockford,IL,61107,42.276456,-88.947377
Auburn Gresham VA CBOC,,Chicago,IL,60620,41.7532461,-87.64381490000001
Behavioral Health and Clinical Servs,,Chicago,IL,60629,41.779046,-87.691627
Lafayette Cnty Dept of Human Servs,,Darlington,WI,53530,42.6599441,-90.12655
Ohio MENTOR/Dayton,,Dayton,OH,45449,39.6405528,-84.23390429999999
Santee/Wateree Mental Health Center,Kershaw County Mental Health Clinic,Camden,SC,29020,34.27694,-80.612137
Pillars,Filmore Center,Berwyn,IL,60402,41.832253,-87.796125
Pinal Hispanic Council,,Nogales,AZ,85621,31.337783,-110.938556
COPE Community Services Inc,Craycroft Integrated Care Clinic,Tucson,AZ,85711,32.230039,-110.87505
MacNeal Hospital,Psychiatry and Behav Health Servs,Berwyn,IL,60402,41.832142499999996,-87.79171550000001
Chalet House LLC,Villas,Tucson,AZ,85705,32.127784000000005,-110.887198
UHS of Tucson LLC,Palo Verde Behavioral Health,Tucson,AZ,85712,32.255924,-110.875926
Porter Starke Services Inc,,Valparaiso,IN,46383,41.488803000000004,-87.053917
Porter Starke Services Inc,,Valparaiso,IN,46383,41.489177000000005,-87.05182099999999
Otis R Bowen Ctr for Human Servs,Wabash County Office,Wabash,IN,46992,40.8013808,-85.822505
Midwest Ctr for Youth and Families,,Valparaiso,IN,46383,41.4892213,-87.0511194
Cumberland Mountain Comm Servs Board,Buchanan County Satellite Office,Grundy,VA,24614,37.285645200000005,-82.07029759999999
Rebound Behavioral Health,,Lancaster,SC,29720,34.8630169,-80.8029127
Veterans Affairs Hines Hospital,,Hines,IL,60141,41.860211299999996,-87.84071180000001
Metropolitan Family Services,,Chicago,IL,60617,41.730278600000005,-87.54889509999998
Intermountain Health Centers Inc,,Tucson,AZ,85711,32.2221076,-110.8846758
Mind Springs Health,Outpatient Clinic Eagle,Eagle,CO,81631,39.655451,-106.82583090000001
Rosecrance,Belvidere Clinic,Belvidere,IL,61008,42.252663,-88.81490699999999
Porter Starke Services Inc,,Portage,IN,46368,41.559915999999994,-87.180089
Englewood Mental Health Center,,Chicago,IL,60621,41.7795169,-87.6413809
Du Page County Health Department,North Public Health Center,Addison,IL,60101,41.943795,-88.016238
La Frontera Arizona,East Clinic,Tucson,AZ,85712,32.252764899999995,-110.88896499999998
Saint Bernard Hospital,Behavioral Health Services,Chicago,IL,60621,41.7785632,-87.63367640000001
